year,level_1,level_2,level_3,level_4,value
2015,Polytechnic,Females,"With Religion","Sikhism",0.2
2015,Polytechnic,Females,"With Religion","Christianity",19.4
2015,Polytechnic,Females,"With Religion","Other Religions",0.2
2015,Professional Qualification And Other Diploma,Total,"With Religion","Buddhism",72.4
2015,Professional Qualification And Other Diploma,Total,"With Religion","Taoism",13.9
2015,Professional Qualification And Other Diploma,Total,"With Religion","Islam",23.7
2015,Professional Qualification And Other Diploma,Total,"With Religion","Hinduism",11
2015,Professional Qualification And Other Diploma,Total,"With Religion","Sikhism",0.6
2015,Professional Qualification And Other Diploma,Total,"With Religion","Christianity",52
2015,Professional Qualification And Other Diploma,Total,"With Religion","Other Religions",0.6
2015,Professional Qualification And Other Diploma,Males,"With Religion","Buddhism",28.1
2015,Professional Qualification And Other Diploma,Males,"With Religion","Taoism",5.4
2015,Professional Qualification And Other Diploma,Males,"With Religion","Islam",10.6
2015,Professional Qualification And Other Diploma,Males,"With Religion","Hinduism",7
2015,Professional Qualification And Other Diploma,Males,"With Religion","Sikhism",0.4
2015,Professional Qualification And Other Diploma,Males,"With Religion","Christianity",19
2015,Professional Qualification And Other Diploma,Males,"With Religion","Other Religions",0.3
2015,Professional Qualification And Other Diploma,Females,"With Religion","Buddhism",44.3
2015,Professional Qualification And Other Diploma,Females,"With Religion","Taoism",8.5
2015,Professional Qualification And Other Diploma,Females,"With Religion","Islam",13.1
2015,Professional Qualification And Other Diploma,Females,"With Religion","Hinduism",4
2015,Professional Qualification And Other Diploma,Females,"With Religion","Sikhism",0.2
2015,Professional Qualification And Other Diploma,Females,"With Religion","Christianity",33
2015,Professional Qualification And Other Diploma,Females,"With Religion","Other Religions",0.3
2015,University,Total,"With Religion","Buddhism",199.5
2015,University,Total,"With Religion","Taoism",48.3
2015,University,Total,"With Religion","Islam",38
2015,University,Total,"With Religion","Hinduism",64.8
2015,University,Total,"With Religion","Sikhism",3.5
2015,University,Total,"With Religion","Christianity",242.6
2015,University,Total,"With Religion","Other Religions",2.7
2015,University,Males,"With Religion","Buddhism",100.8
2015,University,Males,"With Religion","Taoism",24.6
2015,University,Males,"With Religion","Islam",17.1
2015,University,Males,"With Religion","Hinduism",31.8
2015,University,Males,"With Religion","Sikhism",1.6
2015,University,Males,"With Religion","Christianity",116.1
2015,University,Males,"With Religion","Other Religions",1.7
2015,University,Females,"With Religion","Buddhism",98.7
2015,University,Females,"With Religion","Taoism",23.7
2015,University,Females,"With Religion","Islam",20.9
2015,University,Females,"With Religion","Hinduism",33
2015,University,Females,"With Religion","Sikhism",1.8
2015,University,Females,"With Religion","Christianity",126.4
2015,University,Females,"With Religion","Other Religions",1
